801	1000
2201	2400
2401	2600
2601	2800
3001	3200
6201	6400
8401	8600
10001	10200
10601	10800
10801	11000
11001	11200
11201	11400
11401	11600
12201	12400
12401	12600
12801	13000
13201	13400
13601	13800
13801	14000
14001	14200
14201	14400
14401	14600
15001	15200
15401	15600
15601	15800
16201	16400
16601	16800
17201	17400
17601	17800
18001	18200
18201	18400
18801	19000
19401	19600
19601	19800
19801	20000
20001	20200
20601	20800
21801	22000
22401	22600
22601	22800
23401	23600
24001	24200
24201	24400
24601	24800
25201	25400
25601	25800
25801	26000
26401	26600
28201	28400
29801	30000
31601	31800
31801	32000
32201	32400
32401	32600
33001	33200
33201	33400
33401	33600
34801	35000
36001	36200
36601	36800
36801	37000
39401	39600
39601	39800
40001	40200
42401	42600
42801	43000
43201	43400
43401	43600
45601	45800
45801	46000
47201	47400
47601	47800
48201	48400
51201	51400
54201	54400
54601	54800
57001	57200
58401	58600
60201	60400
60401	60600
60801	61000
62401	62600
62601	62800
62801	63000
63001	63200
63401	63600
64201	64400
65001	65200
65201	65400
65401	65600
65801	66000
66001	66200
66201	66400
66401	66600
66601	66800
81801	82000
82001	82200
82401	82600
82601	82800
89401	89600
90001	90200
90601	90800
90801	91000
91001	91200
92801	93000
94001	94200
94201	94400
95601	95800
95801	96000
96401	96600
98801	99000
99001	99200
99401	99600
99601	99800
99801	100000
100201	100400
100401	100600
100801	101000
101201	101400
101401	101600
101601	101800
102201	102400
102601	102800
104201	104400
106201	106400
107001	107200
108201	108400
108801	109000
109001	109200
109201	109400
111801	112000
112401	112600
112601	112800
113001	113200
113201	113400
113401	113600
114001	114200
114201	114400
115001	115200
115601	115800
116001	116200
117201	117400
117601	117800
118601	118800
118801	119000
119401	119600
120001	120200
120801	121000
121001	121200
121801	122000
123801	124000
124401	124600
125401	125600
127001	127200
127401	127600
129201	129400
129601	129800
132201	132400
132601	132800
132801	133000
133601	133800
134001	134200
136601	136800
137001	137200
137401	137600
138801	139000
141001	141200
145401	145600
146001	146200
146201	146400
146401	146600
147801	148000
148001	148200
148401	148600
148801	149000
149201	149400
149601	149800
150001	150200
152401	152600
153601	153800
153801	154000
154401	154600
155201	155400
155401	155600
155601	155800
157001	157200
157601	157800
159001	159200
159401	159600
159601	159800
161001	161200
161601	161800
161801	162000
163401	163600
164801	165000
165601	165800
165801	166000
166801	167000
168601	168800
171601	171800
172001	172200
173201	173400
174401	174600
175201	175400
176201	176400
176401	176600
177401	177600
178001	178200
179601	179800
179801	180000
180001	180200
180401	180600
181601	181800
182801	183000
183201	183400
184801	185000
188001	188200
188401	188600
190401	190600
190601	190800
191201	191400
191401	191600
192601	192800
193601	193800
194201	194400
194401	194600
194601	194800
195601	195800
198601	198800
201201	201400
202801	203000
203601	203800
203801	204000
204201	204400
206201	206400
206801	207000
207201	207400
208001	208200
208201	208400
210601	210800
210801	211000
211201	211400
213001	213200
214001	214200
215801	216000
216401	216600
217201	217400
217401	217600
218201	218400
218601	218800
219001	219200
219401	219600
219801	220000
221201	221400
221801	222000
222201	222400
222401	222600
223401	223600
224201	224400
224601	224800
225001	225200
225401	225600
227401	227600
228001	228200
228401	228600
230601	230800
231001	231200
232401	232600
232601	232800
233801	234000
234801	235000
235201	235400
236201	236400
239001	239200
239401	239600
239601	239800
240401	240600
240601	240800
241401	241600
