28490	36164
57968	58980
60024	61365
63152	64032
112929	116015
117242	118534
121115	123291
125939	127600
129276	132110
132995	137272
138765	139853
142419	146237
147639	148239
149342	150038
164945	165790
177921	178870
182244	187100
215717	219759
221945	223430
224248	225207
228798	232193
251579	252490
253704	255611
270535	271497
274091	275426
277621	279168
281459	283104
284577	286302
293850	295999
296906	297565
298361	298687
299280	299609
316649	318280
321011	328150
331246	342807
346407	346514
351703	355593
357345	358463
371293	372117
372519	374072
374864	377611
381361	382449
386976	388442
399207	401778
403679	404575
414732	415328
417705	419318
422961	424365
426601	428146
436958	437708
436958	437708
438446	440380
449154	450323
455398	458817
463493	467006
470979	471933
487252	491828
492550	495144
500210	502221
511084	514278
526840	531448
533109	539825
540622	541694
542359	544779
555160	559527
560538	563353
565805	573060
574129	575103
576579	580478
595308	596222
611213	612199
618440	619993
621305	623626
633682	635286
637138	639011
641390	642751
646054	647736
685578	688862
692426	694218
701746	702422
705537	708452
709507	710826
715878	717437
718454	720136
720551	721399
734722	735738
747028	748887
750215	752665
757795	765158
773531	774490
786503	787008
796291	799923
819830	822139
825451	826971
827488	834231
835292	839700
840212	843403
863907	866742
871095	871886
919772	924213
932697	934381
948477	951152
955883	958357
982231	983202
985350	986988
991147	993420
994322	996788
1014896	1016596
1022505	1022897
1026120	1026914
1030044	1031534
1034685	1039079
1052844	1055333
1088214	1088417
1088931	1089494
1101818	1103158
1106086	1109451
1122962	1124037
1125283	1126167
1138002	1139564
1147866	1148213
1156648	1158980
1160031	1163421
1163786	1165615
1169940	1171391
1181005	1182501
1190426	1195016
1190426	1195016
1195677	1197344
1206302	1207405
1217348	1222441
1223375	1224167
1244215	1245396
1248533	1249306
1250045	1250683
1257384	1258478
1260310	1263069
1265079	1268785
1265079	1268785
1270528	1274144
1275863	1278577
1281252	1281989
1293499	1297071
1299794	1302409
1308873	1309925
1321694	1323379
1335222	1336289
1339762	1340628
1341646	1343775
1348433	1350280
1351197	1353284
1363474	1364118
1365099	1366691
1370731	1376131
1378759	1379295
1380028	1382249
1383450	1386119
1391445	1393130
1394839	1396596
1399195	1402896
1404195	1405259
1407276	1408391
1409281	1410555
1413200	1415293
1420533	1422671
1423983	1425683
1427127	1428344
1432498	1434786
1436316	1439804
1441901	1443568
1444441	1445529
1444441	1445529
1462351	1469555
1473514	1476860
1487959	1490088
1491414	1494378
1495973	1496658
1505835	1506896
1505835	1506896
1511342	1511835
1519021	1547825
1557816	1560696
1562809	1563888
1568709	1571815
1574060	1575948
1590146	1590973
1596487	1597605
1599900	1601077
1602935	1603989
1605930	1606953
1609063	1610422
1612530	1613735
1615804	1617070
1619086	1620244
1622368	1623684
1625772	1626824
1628914	1630023
1632398	1633665
1635596	1636779
1639171	1640518
