801	1000
1201	1400
1401	1600
1601	1800
1801	2000
2601	2800
3001	3200
3201	3400
3401	3600
4601	4800
6001	6200
7401	7600
9001	9200
10001	10200
10201	10400
10401	10600
10601	10800
11401	11600
12801	13000
14001	14200
14401	14600
14601	14800
15401	15600
15801	16000
16401	16600
17201	17400
17401	17600
17601	17800
19201	19400
19601	19800
19801	20000
20401	20600
20601	20800
21801	22000
22001	22200
22601	22800
23201	23400
24201	24400
24401	24600
25001	25200
25401	25600
25601	25800
25801	26000
26201	26400
26601	26800
28001	28200
28401	28600
28801	29000
29201	29400
29401	29600
30001	30200
30201	30400
30401	30600
31801	32000
32001	32200
32601	32800
32801	33000
33801	34000
34601	34800
35601	35800
35801	36000
36001	36200
36201	36400
38801	39000
41001	41200
41801	42000
42001	42200
44601	44800
45201	45400
45401	45600
47001	47200
48201	48400
48401	48600
48601	48800
49001	49200
49601	49800
50001	50200
51401	51600
52001	52200
52201	52400
54201	54400
57001	57200
57801	58000
60601	60800
61601	61800
61801	62000
62201	62400
63801	64000
64001	64200
66201	66400
66601	66800
67401	67600
68201	68400
68401	68600
70401	70600
72001	72200
72201	72400
73401	73600
74801	75000
75601	75800
75801	76000
77001	77200
78201	78400
78601	78800
80201	80400
81601	81800
82401	82600
83201	83400
83801	84000
84601	84800
85601	85800
87001	87200
87401	87600
87801	88000
88601	88800
90001	90200
90201	90400
90401	90600
90801	91000
91801	92000
93801	94000
94201	94400
94801	95000
96401	96600
96601	96800
97401	97600
97801	98000
99001	99200
100401	100600
101001	101200
102201	102400
102801	103000
103801	104000
106601	106800
106801	107000
107001	107200
108001	108200
108201	108400
109201	109400
110401	110600
110801	111000
111201	111400
111401	111600
112401	112600
113001	113200
114001	114200
114201	114400
115001	115200
117401	117600
118001	118200
118601	118800
118801	119000
119201	119400
119401	119600
120601	120800
125001	125200
126801	127000
127001	127200
127801	128000
130401	130600
130601	130800
131401	131600
131601	131800
132201	132400
133001	133200
133601	133800
136401	136600
137001	137200
137401	137600
137601	137800
137801	138000
138201	138400
140601	140800
143001	143200
143201	143400
143601	143800
144801	145000
145601	145800
148201	148400
148401	148600
150601	150800
150801	151000
151201	151400
151401	151600
153801	154000
154401	154600
154801	155000
155201	155400
155801	156000
156001	156200
156201	156400
156401	156600
157001	157200
157401	157600
158401	158600
160001	160200
160801	161000
161401	161600
166001	166200
167201	167400
168801	169000
170001	170200
170801	171000
173601	173800
174401	174600
174801	175000
175001	175200
177601	177800
177801	178000
178201	178400
179801	180000
182201	182400
182401	182600
182601	182800
182801	183000
184001	184200
184201	184400
185201	185400
186001	186200
186201	186400
186401	186600
186801	187000
188601	188800
188801	189000
189601	189800
189801	190000
190601	190800
191201	191400
191601	191800
193001	193200
195601	195800
196001	196200
196201	196400
196801	197000
197401	197600
199401	199600
199601	199800
200001	200200
201001	201200
203201	203400
205401	205600
206201	206400
206601	206800
207001	207200
207601	207800
208001	208200
208601	208800
208801	209000
209001	209200
210801	211000
211601	211800
212601	212800
213601	213800
213801	214000
216001	216200
217401	217600
218401	218600
219801	220000
220001	220200
220601	220800
223801	224000
224001	224200
225001	225200
226401	226600
226801	227000
228401	228600
230201	230400
230801	231000
231401	231600
231601	231800
232001	232200
236001	236200
238801	239000
239401	239600
240001	240200
241401	241600
241801	242000
243201	243400
244801	245000
245201	245400
246401	246600
247001	247200
247601	247800
247801	248000
248201	248400
248801	249000
249401	249600
249601	249800
250001	250200
251401	251600
251601	251800
252001	252200
252601	252800
254201	254400
254801	255000
255001	255200
255201	255400
257201	257400
257601	257800
257801	258000
259601	259800
260801	261000
261201	261400
262201	262400
262401	262600
263001	263200
266401	266600
267401	267600
267801	268000
268601	268800
269601	269800
270201	270400
271401	271600
271801	272000
272001	272200
274401	274600
274801	275000
275601	275800
276401	276600
277801	278000
279201	279400
279401	279600
282401	282600
283801	284000
284001	284200
286601	286800
287401	287600
291401	291600
292201	292400
296401	296600
296801	297000
297001	297200
299401	299600
301201	301400
302601	302800
303201	303400
303801	304000
304601	304800
304801	305000
305601	305800
306201	306400
306801	307000
308001	308200
309401	309600
309601	309800
311001	311200
311201	311400
316801	317000
317001	317200
318601	318800
318801	319000
321401	321600
322401	322600
323201	323400
324601	324800
324801	325000
325401	325600
327001	327200
328401	328600
329001	329200
333201	333400
333601	333800
334601	334800
335001	335200
335201	335400
335601	335800
336401	336600
336601	336800
338201	338400
338801	339000
339201	339400
339601	339800
342001	342200
342201	342400
342801	343000
343201	343400
345801	346000
346001	346200
346601	346800
347401	347600
348401	348600
350401	350600
352201	352400
352401	352600
352601	352800
353001	353200
353801	354000
354401	354600
354601	354800
355401	355600
355601	355800
356201	356400
356601	356800
357601	357800
359401	359600
360001	360200
360401	360600
360801	361000
361001	361200
361801	362000
362201	362400
363201	363400
366001	366200
366601	366800
368801	369000
371401	371600
371601	371800
372601	372800
373201	373400
374001	374200
375401	375600
375801	376000
376001	376200
376201	376400
376401	376600
376801	377000
378001	378200
378401	378600
378601	378800
379201	379400
379801	380000
381401	381600
382001	382200
383001	383200
384001	384200
384801	385000
386201	386400
386601	386800
387001	387200
387401	387600
387601	387800
388201	388400
389601	389800
392201	392400
394401	394600
395401	395600
399401	399600
401401	401600
401601	401800
401801	402000
402001	402200
402401	402600
402801	403000
404601	404800
405001	405200
406801	407000
407001	407200
407601	407800
408401	408600
409401	409600
413001	413200
417401	417600
419201	419400
421401	421600
422201	422400
422801	423000
424801	425000
425601	425800
427001	427200
427601	427800
430001	430200
430201	430400
430801	431000
433601	433800
433801	434000
435201	435400
436601	436800
437601	437800
438401	438600
439401	439600
439801	440000
440401	440600
441201	441400
442401	442600
442601	442800
443001	443200
443601	443800
444001	444200
444801	445000
445001	445200
445401	445600
445601	445800
445801	446000
446201	446400
447801	448000
448001	448200
450001	450200
451201	451400
452601	452800
453201	453400
454201	454400
454401	454600
455601	455800
455801	456000
456201	456400
456401	456600
457401	457600
457601	457800
458401	458600
460601	460800
460801	461000
461201	461400
461401	461600
462001	462200
462401	462600
463401	463600
463601	463800
464001	464200
464201	464400
464401	464600
465601	465800
466201	466400
467401	467600
467601	467800
467801	468000
468601	468800
469001	469200
472601	472800
473401	473600
473801	474000
475401	475600
476401	476600
476801	477000
478401	478600
478601	478800
479401	479600
479601	479800
479801	480000
480001	480200
480801	481000
482601	482800
483001	483200
483201	483400
483801	484000
484401	484600
486601	486800
486801	487000
487001	487200
487201	487400
487801	488000
488801	489000
489201	489400
489401	489600
489801	490000
492401	492600
494401	494600
496401	496600
496801	497000
497801	498000
501401	501600
501601	501800
502201	502400
503001	503200
504001	504200
507001	507200
509001	509200
510601	510800
511201	511400
512801	513000
513001	513200
513801	514000
516401	516600
516801	517000
518001	518200
519001	519200
519201	519400
519801	520000
520001	520200
520601	520800
522001	522200
523401	523600
525601	525800
527001	527200
527401	527600
527601	527800
527801	528000
528601	528800
529001	529200
532201	532400
532801	533000
533001	533200
533201	533400
534001	534200
535201	535400
535601	535800
535801	536000
536201	536400
537401	537600
539401	539600
539601	539800
539801	540000
540601	540800
541201	541400
541401	541600
543001	543200
543201	543400
544201	544400
545001	545200
546201	546400
547401	547600
548201	548400
550401	550600
550801	551000
553601	553800
554401	554600
556201	556400
558401	558600
560601	560800
561001	561200
561601	561800
561801	562000
563801	564000
564201	564400
568201	568400
569201	569400
569601	569800
569801	570000
570201	570400
571601	571800
571801	572000
573601	573800
574601	574800
574801	575000
575801	576000
576801	577000
577001	577200
577601	577800
578801	579000
579001	579200
579801	580000
580601	580800
581401	581600
584201	584400
585001	585200
585201	585400
585601	585800
586001	586200
586201	586400
586801	587000
587001	587200
588401	588600
589801	590000
591201	591400
594401	594600
594801	595000
595001	595200
595601	595800
596201	596400
596601	596800
598401	598600
598801	599000
599801	600000
600201	600400
601001	601200
602801	603000
603601	603800
605001	605200
606001	606200
606801	607000
609601	609800
610401	610600
613401	613600
613801	614000
615001	615200
616201	616400
617001	617200
617601	617800
618601	618800
619201	619400
619401	619600
619801	620000
621001	621200
621601	621800
622201	622400
623401	623600
623801	624000
624001	624200
625201	625400
627201	627400
630401	630600
631801	632000
632001	632200
633601	633800
634401	634600
634801	635000
635801	636000
636001	636200
636601	636800
637201	637400
638201	638400
638801	639000
639001	639200
639401	639600
640001	640200
640801	641000
643001	643200
644201	644400
644401	644600
646801	647000
647601	647800
648601	648800
649801	650000
651401	651600
652801	653000
653001	653200
653201	653400
653401	653600
654201	654400
656801	657000
657201	657400
658601	658800
659201	659400
661201	661400
662601	662800
663001	663200
665001	665200
665201	665400
667001	667200
670001	670200
670201	670400
671201	671400
672001	672200
672201	672400
675201	675400
679201	679400
680001	680200
680201	680400
680401	680600
682001	682200
682601	682800
683201	683400
684201	684400
686001	686200
686401	686600
687601	687800
688201	688400
689401	689600
690201	690400
690601	690800
692201	692400
693601	693800
693801	694000
695601	695800
696001	696200
697801	698000
698401	698600
700401	700600
701201	701400
701601	701800
703001	703200
704601	704800
705801	706000
706201	706400
706801	707000
707001	707200
707401	707600
707601	707800
707801	708000
708001	708200
709801	710000
712401	712600
715401	715600
716601	716800
718801	719000
719401	719600
720801	721000
722201	722400
722601	722800
723001	723200
725801	726000
726401	726600
727001	727200
727201	727400
727601	727800
728601	728800
729601	729800
730401	730600
730601	730800
730801	731000
733001	733200
733201	733400
733801	734000
735201	735400
739401	739600
739601	739800
739801	740000
740001	740200
741001	741200
741601	741800
744201	744400
744601	744800
745801	746000
747801	748000
748201	748400
750201	750400
750601	750800
